2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.persister.entity.AbstractEntityPersister.insert(AbstractEntityPersister.java:3077)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.persister.entity.AbstractEntityPersister.insert(AbstractEntityPersister.java:3667)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.action.internal.EntityIdentityInsertAction.execute(EntityIdentityInsertAction.java:81)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.engine.spi.ActionQueue.execute(ActionQueue.java:645)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.engine.spi.ActionQueue.addResolvedEntityInsertAction(ActionQueue.java:282)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.engine.spi.ActionQueue.addInsertAction(ActionQueue.java:263)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.engine.spi.ActionQueue.addAction(ActionQueue.java:317)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.AbstractSaveEventListener.addInsertAction(AbstractSaveEventListener.java:332)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.AbstractSaveEventListener.performSaveOrReplicate(AbstractSaveEventListener.java:289)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.AbstractSaveEventListener.performSave(AbstractSaveEventListener.java:196)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.AbstractSaveEventListener.saveWithGeneratedId(AbstractSaveEventListener.java:127)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.DefaultPersistEventListener.entityIsTransient(DefaultPersistEventListener.java:192)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.DefaultPersistEventListener.onPersist(DefaultPersistEventListener.java:135)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.event.internal.DefaultPersistEventListener.onPersist(DefaultPersistEventListener.java:62)
2020-04-21 15:04:38 ERROR stderr:71 - 	at org.hibernate.internal.SessionImpl.firePersist(SessionImpl.java:800)
2020-04-21 15:04:38 ERROR stderr:71 - 	... 129 more
